,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
594,150266.SZ,一带B,中融基金,中国农业银行,股票型,20150514,,20150522,20150508,,9.8781,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
595,150265.SZ,一带A,中融基金,中国农业银行,股票型,20150514,,20150522,20150508,,9.8781,1.0,0.22,,1.0,0.1,,中证一带一路主题指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
596,150275.SZ,一带一A,安信基金,招商证券,股票型,20150514,,20150522,20150511,,1.7409,1.0,0.2,,1.0,0.01,,中证一带一路指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
597,150276.SZ,一带一B,安信基金,招商证券,股票型,20150514,,20150522,20150511,,1.7409,1.0,0.2,,1.0,0.01,,中证一带一路指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150522,,E
598,150231.SZ,电子A,申万菱信基金,广发银行,股票型,20150514,,20150528,20150421,,1.3922,1.0,0.22,,1.0,0.1,,中证申万电子行业投资指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20150528,,E
599,512510.SH,华泰中证500ETF,华泰柏瑞基金,中国银行,股票型,20150513,,20150612,20150415,,8.7382,0.15,0.05,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150612,20150612,E
600,166105.SZ,信达鑫安,信达澳银基金,中国建设银行,债券型,20150507,,20150604,20150507,,1.1234,0.6,0.2,,1.0,,,中债总财富(总值)指数收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20150515,20150515,E
601,150236.SZ,券商B级,鹏华基金,中国建设银行,股票型,20150506,,20150515,20150427,,3.363,1.0,0.22,,1.0,0.1,,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150515,,E
602,150235.SZ,券商A级,鹏华基金,中国建设银行,股票型,20150506,,20150515,20150427,,3.363,1.0,0.22,,1.0,0.1,,中证全指证券公司指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150515,,E
603,512500.SH,500ETF基金,华夏基金,中国建设银行,股票型,20150505,,20150529,20150408,,21.3447,0.5,0.1,,1.0,0.1,,中证500指数,L,被动指数型,契约型开放式,,20150529,20150529,E
604,162108.SZ,元盛债券,金鹰基金,中国建设银行,债券型,20150504,,20150520,20150504,,10.3474,0.7,0.2,,1.0,,,中国债券综合财富指数收益率,L,债券型,契约型开放式,,20150520,20150520,E
605,150241.SZ,银行A级,富国基金,中国农业银行,股票型,20150430,20190509,20150513,20150416,20190510,1.9804,1.0,0.22,,1.0,0.01,,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150513,,E
606,150242.SZ,银行B级,富国基金,中国农业银行,股票型,20150430,20190509,20150513,20150416,20190510,1.9804,1.0,0.22,,1.0,0.01,,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150513,,E
607,150230.SZ,酒B,鹏华基金,中国建设银行,股票型,20150429,,20150511,20150420,,2.1114,1.0,0.22,,1.0,0.1,,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150511,,E
608,150229.SZ,酒A,鹏华基金,中国建设银行,股票型,20150429,,20150511,20150420,,2.1114,1.0,0.22,,1.0,0.1,,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150511,,E
609,166012.SZ,中欧信用,中欧基金,邮储银行,债券型,20150420,,20160108,20150420,,2.637,0.5,0.1,,1.0,,,中债综合(全价)指数,L,债券型,契约型开放式,,20150423,20150423,E
610,161722.SZ,招商丰泰,招商基金,中国银行,混合型,20150417,,20150722,20150413,,70.9414,0.6,0.15,,1.0,0.1,,中国人民银行公布金融机构人民币一年期存款基准利率+3%(单利年化),L,灵活配置型,契约型开放式,,20150527,20150518,E
611,150228.SZ,银行B,鹏华基金,中国建设银行,股票型,20150417,,20150428,20150407,,9.3451,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150428,,E
612,150227.SZ,银行A,鹏华基金,中国建设银行,股票型,20150417,,20150428,20150407,,9.3451,1.0,0.22,,1.0,0.1,,中证银行指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150428,,E
613,150220.SZ,健康B,前海开源基金,国信证券,股票型,20150416,,20150508,20150330,,1.267,1.0,0.2,,1.0,0.1,,中证健康产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150508,,E
614,512340.SH,原材料ETF,南方基金,中国农业银行,股票型,20150416,,20150515,20150330,,9.9173,0.5,0.1,,1.0,0.1,,中证500原材料指数,L,被动指数型,契约型开放式,,20150515,20150515,E
615,150219.SZ,健康A,前海开源基金,国信证券,股票型,20150416,,20150508,20150330,,1.267,1.0,0.2,,1.0,0.1,,中证健康产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150508,,E
616,502049.SH,上证50A,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,5.728,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150427,,E
617,502048.SH,50分级,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,13.287,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150427,20150427,E
618,502001.SH,500等权A,西部利得基金,兴业银行,股票型,20150415,20200218,20150427,20150330,20200218,1.0034,1.0,0.2,,1.0,0.001,,中证500等权重指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150427,,E
619,5020001.SH,500等权,西部利得基金,兴业银行,股票型,20150415,20200218,20150427,20150330,,0.0231,1.0,0.2,,1.0,0.001,,中证500等权重指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20150427,20150427,E
620,502002.SH,500等权B,西部利得基金,兴业银行,股票型,20150415,20200218,20150427,20150330,20200218,1.0034,1.0,0.2,,1.0,0.001,,中证500等权重指数收益率*95%+商业银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,,20150427,,E
621,502050.SH,上证50B,易方达基金,交通银行,股票型,20150415,,20150427,20150330,,5.728,1.0,0.2,,1.0,0.01,,上证50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150427,,E
622,165517.SZ,信诚双盈,中信保诚基金,中国银行,债券型,20150414,,20150423,20150414,,2.6332,0.7,0.2,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20150423,20150423,E
623,161224.SZ,国投丝路,国投瑞银基金,中国银河,混合型,20150410,,20150506,20150316,,9.5267,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20150506,20150506,E
624,512310.SH,工业ETF,南方基金,中国农业银行,股票型,20150408,,20150508,20150319,,9.4089,0.5,0.1,,1.0,0.1,,中证500工业指数,L,被动指数型,契约型开放式,,20150508,20150508,E
625,166011.SZ,中欧盛世,中欧基金,广发银行,混合型,20150331,,20150421,20150331,,27.8873,1.5,0.25,,1.0,,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20150401,20150401,E
626,150211.SZ,新能车A,富国基金,中国建设银行,股票型,20150330,,20150413,20150312,,2.4252,1.0,0.22,,1.0,0.01,,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150413,,E
627,150222.SZ,中航军B,前海开源基金,招商证券,股票型,20150330,,20150420,20150316,,1.4403,1.0,0.2,,1.0,0.1,,中证中航军工主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150420,,E
628,150212.SZ,新能车B,富国基金,中国建设银行,股票型,20150330,,20150413,20150312,,2.4252,1.0,0.22,,1.0,0.01,,中证新能源汽车指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150413,,E
629,150221.SZ,中航军A,前海开源基金,招商证券,股票型,20150330,,20150420,20150316,,1.4403,1.0,0.2,,1.0,0.1,,中证中航军工主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150420,,E
630,150196.SZ,有色A,国泰基金,中国建设银行,股票型,20150330,,20150415,20150316,,4.1657,1.0,0.22,,1.0,0.01,,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150415,,E
631,150197.SZ,有色B,国泰基金,中国建设银行,股票型,20150330,,20150415,20150316,,4.1657,1.0,0.22,,1.0,0.01,,国证有色金属行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150415,,E
632,150223.SZ,证券A级,富国基金,中国建设银行,股票型,20150327,,20150410,20150316,,1.7226,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
633,150224.SZ,证券B级,富国基金,中国建设银行,股票型,20150327,,20150410,20150316,,1.7226,1.0,0.22,,1.0,0.01,,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
634,150216.SZ,TMTB,国泰基金,中国农业银行,股票型,20150326,,20150410,20150305,,10.566,1.0,0.2,,1.0,0.01,,深证TMT50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
635,150217.SZ,新能源A,交银施罗德基金,中国建设银行,股票型,20150326,,20150409,20150309,,9.7985,1.0,0.22,,1.0,0.1,,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150409,,E
636,150135.SZ,国富100A,国海富兰克林基金,中国银行,股票型,20150326,20200326,20150410,20150302,20200327,1.1791,1.0,0.22,,1.0,0.05,,中证100指数收益率*95%+银行同业存款利率*5%,D,增强指数型,契约型封闭式,,20150410,,E
637,150218.SZ,新能源B,交银施罗德基金,中国建设银行,股票型,20150326,,20150409,20150309,,9.7985,1.0,0.22,,1.0,0.1,,国证新能源指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150409,,E
638,150215.SZ,TMTA,国泰基金,中国农业银行,股票型,20150326,,20150410,20150305,,10.566,1.0,0.2,,1.0,0.01,,深证TMT50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150410,,E
639,150136.SZ,国富100B,国海富兰克林基金,中国银行,股票型,20150326,20200326,20150410,20150302,20200327,1.1791,1.0,0.22,,1.0,0.05,,中证100指数收益率*95%+银行同业存款利率*5%,D,增强指数型,契约型封闭式,,20150410,,E
640,159940.SZ,金融,广发基金,中国银行,股票型,20150323,,20150417,20150225,,5.7906,0.5,0.1,,1.0,0.1,,中证全指金融地产指数,L,被动指数型,契约型开放式,,20150417,20150417,E
641,162510.SZ,国安双力,国联安基金,中国建设银行,股票型,20150323,,20150520,20150323,,0.1349,0.75,0.22,,1.0,,,中小板综指收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20150323,20150323,E
642,150213.SZ,成长A级,国投瑞银基金,中国工商银行,股票型,20150317,,20150327,20150309,,1.0883,1.0,0.22,,1.0,0.001,,中证创业成长指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150327,,E
643,150214.SZ,成长B级,国投瑞银基金,中国工商银行,股票型,20150317,,20150327,20150309,,1.0883,1.0,0.22,,1.0,0.001,,中证创业成长指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20150327,,E
644,162105.SZ,持久增利,金鹰基金,邮储银行,债券型,20150309,,20150320,20150309,,2.3784,0.7,0.2,,1.0,,,中国债券综合指数(财富)增长率*95%+沪深300指数增长率*5%,L,债券型,契约型开放式,,20150320,20150320,E
645,161716.SZ,招商双债,招商基金,中国农业银行,债券型,20150302,,20150316,20150302,,5.511,0.6,0.2,,1.0,,,中债综合指数收益率*60%+天相可转债指数收益率*40%,L,债券型,契约型开放式,,20150316,20150316,E
646,165705.SZ,诺德双翼,诺德基金,华夏银行,债券型,20150216,20180725,20150320,20150216,20180726,2.1857,0.7,0.2,,1.0,,,中国债券总指数,D,债券型,契约型开放式,,20150309,20150309,E
647,512990.SH,MSCIA股ETF,华夏基金,中国银行,股票型,20150212,,20150325,20150119,,41.3657,0.5,0.1,,1.0,0.1,,MSCI中国A股国际通指数收益率,L,被动指数型,契约型开放式,,20150325,20150325,E
648,161222.SZ,国投瑞利,国投瑞银基金,中国银行,混合型,20150205,,20150504,20150119,,19.3336,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160823,20160823,E
649,169102.SZ,东证睿阳,东证资管,中国光大银行,混合型,20150119,,20150731,20141222,,5.3048,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20190102,20180119,E
650,159939.SZ,信息技术,广发基金,中国银行,股票型,20150108,,20150205,20141215,,3.5483,0.5,0.1,,1.0,0.1,,中证全指信息技术指数,L,被动指数型,契约型开放式,,20150205,20150205,E
651,160919.SZ,大成产业,大成基金,中国农业银行,股票型,20141226,,20150109,20141226,,30.0,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,股票型,契约型开放式,,20150109,20150109,E
652,513600.SH,恒生指数ETF,南方基金,中国工商银行,股票型,20141223,,20150126,20141209,,2.8696,0.5,0.1,,1.0,0.1,,恒生指数(使用估值汇率调整),L,被动指数型,契约型开放式,,20150126,20150126,E
653,159005.SZ,添富快钱,汇添富基金,中国工商银行,货币市场型,20141223,,20150113,20141215,,2.5294,0.2,0.08,,100.0,0.1,,活期存款利率(税后),L,货币型,契约型开放式,,20150113,20150113,E
654,513660.SH,恒生ETF,华夏基金,中国农业银行,股票型,20141223,,20150126,20141209,,8.7833,0.5,0.1,,1.0,0.1,,(人民币/港币汇率*恒生指数)收益率,L,被动指数型,契约型开放式,,20150126,20150126,E
655,150209.SZ,国企改A,富国基金,中国农业银行,股票型,20141217,,20141230,20141128,,16.8271,1.0,0.22,,1.0,0.001,,中证国有企业改革指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141230,,E
656,150210.SZ,国企改B,富国基金,中国农业银行,股票型,20141217,,20141230,20141128,,16.8271,1.0,0.22,,1.0,0.001,,中证国有企业改革指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141230,,E
657,166401.SZ,增利C,浦银安盛基金,上海银行,债券型,20141215,,20150108,20141215,,11.9462,0.3,0.1,,1.0,,,中证全债指数,L,债券型,契约型开放式,,20150108,20150108,E
658,150203.SZ,传媒A,鹏华基金,中国建设银行,股票型,20141211,,20141222,20141124,,0.2909,1.0,0.22,,1.0,0.1,,中证传媒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20141222,,E
659,150204.SZ,传媒B,鹏华基金,中国建设银行,股票型,20141211,,20141222,20141124,,0.2909,1.0,0.22,,1.0,0.1,,中证传媒指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20141222,,E
660,160618.SZ,鹏华丰泽,鹏华基金,邮储银行,债券型,20141208,,20141225,20141208,,14.1564,0.7,0.2,,1.0,,,中债总指数收益率,L,债券型,契约型开放式,,20150106,20150106,E
661,511810.SH,理财金货币ETF,南方基金,中国农业银行,货币市场型,20141205,,20150105,20141117,,35.5614,0.3,0.1,,100.0,0.1,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20150105,20150105,E
662,159938.SZ,医药,广发基金,中国银行,股票型,20141201,,20150108,20141103,,4.7328,0.5,0.1,,1.0,0.1,,中证全指医药卫生指数,L,被动指数型,契约型开放式,,20150108,20150108,E
663,150173.SZ,TMT中证A,中信保诚基金,中国建设银行,股票型,20141128,,20141222,20141110,,0.001,1.0,0.22,,1.0,0.1,,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20141222,,E
664,150174.SZ,TMT中证B,中信保诚基金,中国建设银行,股票型,20141128,,20141222,20141110,,0.001,1.0,0.22,,1.0,0.1,,中证TMT产业主题指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型封闭式,,20141222,,E
665,150207.SZ,地产A端,招商基金,中国银行,股票型,20141127,,20141212,20141103,,0.2733,1.0,0.2,,1.0,0.1,,沪深300地产等权重指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20141212,,E
666,150208.SZ,地产B端,招商基金,中国银行,股票型,20141127,,20141212,20141103,,0.2733,1.0,0.2,,1.0,0.1,,沪深300地产等权重指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20141212,,E
667,511860.SH,保证金货币ETF,博时基金,中国建设银行,货币市场型,20141125,,20141209,20141117,,15.0604,0.3,0.09,,100.0,0.1,,七天通知存款利率(税后),L,货币型,契约型开放式,,20141209,20141209,E
668,164208.SZ,天弘丰利,天弘基金,邮储银行,债券型,20141124,,20141203,20141124,,8.6086,0.3,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20141205,20141205,E
669,511800.SH,易方达货币ETF,易方达基金,中国银行,货币市场型,20141121,,20141208,,,,0.33,0.1,,100.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20141124,20141124,E
670,150201.SZ,券商B,招商基金,中国银行,股票型,20141113,,20141128,20141020,,0.3247,1.0,0.2,,1.0,0.1,,中证全指证券公司指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20141128,,E
671,511220.SH,城投债ETF,海富通基金,中国银行,债券型,20141113,,20141216,20141017,,66.8781,0.3,0.1,,1.0,0.1,,上证城投债指数收益率,L,被动指数型,契约型开放式,,20141216,20141216,E
672,150200.SZ,券商A,招商基金,中国银行,股票型,20141113,,20141128,20141020,,0.3247,1.0,0.2,,1.0,0.1,,中证全指证券公司指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型封闭式,,20141128,,E
673,150206.SZ,国防B,鹏华基金,中国建设银行,股票型,20141113,,20141205,20141027,,3.9582,1.0,0.22,,1.0,0.1,,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141205,,E
674,150205.SZ,国防A,鹏华基金,中国建设银行,股票型,20141113,,20141205,20141027,,3.9582,1.0,0.22,,1.0,0.1,,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141205,,E
675,160813.SZ,长盛同盛,长盛基金,中国银行,混合型,20141105,,20141226,20141117,,43.5349,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20141226,20141226,E
676,512300.SH,医药ETF基金,南方基金,中国农业银行,股票型,20141030,,20141218,20141009,,11.8312,0.5,0.1,,1.0,0.1,,中证500医药卫生指数,L,被动指数型,契约型开放式,,20141218,20141218,E
677,150199.SZ,食品B,国泰基金,中国农业银行,股票型,20141023,,20141105,20140915,,4.5895,1.0,0.2,,1.0,0.01,,国证食品饮料行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141105,,E
678,150198.SZ,食品A,国泰基金,中国农业银行,股票型,20141023,,20141105,20140915,,4.5895,1.0,0.2,,1.0,0.01,,国证食品饮料行业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141105,,E
679,505888.SH,嘉实元和,嘉实基金,中国工商银行,混合型,20140929,20190812,20150316,20140923,20190909,100.0,0.6,0.03,,1.0,10.0,,五年期银行定期存款利率(税后)+2%,D,混合型,契约型封闭式,,20150316,,E
680,169101.SZ,东证睿丰,东证资管,招商银行,混合型,20140919,,20150306,20140825,,16.1016,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,,20170919,20170919,E
681,150193.SZ,地产B,鹏华基金,中国建设银行,股票型,20140912,,20140923,20140821,,2.586,1.0,0.22,,1.0,0.1,,中证800地产指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140923,,E
682,150192.SZ,地产A,鹏华基金,中国建设银行,股票型,20140912,,20140923,20140821,,2.586,1.0,0.22,,1.0,0.1,,中证800地产指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140923,,E
683,150190.SZ,NCF环保A,新华基金,中国建设银行,股票型,20140911,,20141016,20140811,,3.5522,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141016,,E
684,150191.SZ,NCF环保B,新华基金,中国建设银行,股票型,20140911,,20141016,20140811,,3.5522,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20141016,,E
685,1638271.SZ,中银产债,中银基金,中国工商银行,债券型,20140904,20200305,20141218,20140811,20200303,21.6007,0.2,0.2,,1.0,0.1,,1年期定期存款利率(税后)+1%,D,债券型,契约型开放式,,20150907,20150907,E
686,150195.SZ,互联网B,富国基金,招商证券,股票型,20140902,,20140922,20140813,,4.099,1.0,0.12,,1.0,0.01,,中证移动互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140922,,E
687,150194.SZ,互联网A,富国基金,招商证券,股票型,20140902,,20140922,20140813,,4.099,1.0,0.12,,1.0,0.01,,中证移动互联网指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140922,,E
688,162308.SZ,海富增利,海富通基金,中国建设银行,债券型,20140901,20170427,20140916,20140901,20170428,,0.7,0.2,,1.0,,,中证全债指数*90%+沪深300指数*10%,D,债券型,契约型开放式,,20140916,20140916,E
689,159937.SZ,博时黄金,博时基金,中国银行,商品型,20140813,,20140901,20140804,,2.9217,0.5,0.1,,1.0,0.1,,黄金现货实盘合约AU99.99收益率,L,黄金现货合约,契约型开放式,,20140901,20140901,E
690,513030.SH,德国30ETF,华安基金,招商银行,股票型,20140808,,20140905,20140714,,3.3778,0.8,0.2,,1.0,0.1,,德国DAX指数(DAX Index)收益率(经汇率调整后的总收益指数收益率),L,被动指数型,契约型开放式,,20140905,20140905,E
691,150189.SZ,转债进取,招商基金,中国农业银行,债券型,20140731,,20140825,20140707,,0.5505,0.8,0.2,,1.0,0.1,,标普中国可转债指数*60%+中债综合指数*40%,L,债券型,契约型封闭式,,20140825,,E
692,150188.SZ,转债优先,招商基金,中国农业银行,债券型,20140731,,20140825,20140707,,1.2844,0.8,0.2,,1.0,0.1,,标普中国可转债指数*60%+中债综合指数*40%,L,债券型,契约型封闭式,,20140825,,E
693,150187.SZ,军工B级,申万菱信基金,中国农业银行,股票型,20140724,,20140811,20140630,,0.1316,1.0,0.22,,1.0,0.1,,中证军工指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140811,,E
694,150186.SZ,军工A级,申万菱信基金,中国农业银行,股票型,20140724,,20140811,20140630,,0.1316,1.0,0.22,,1.0,0.1,,中证军工指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140811,,E
695,512220.SH,TMT150ETF,景顺长城基金,中国银行,股票型,20140718,,20140819,20140623,,5.9397,0.5,0.1,,1.0,0.1,,中证TMT150指数,L,被动指数型,契约型开放式,,20140819,20140819,E
696,512210.SH,景顺食品,景顺长城基金,中国银行,股票型,20140718,20180306,20140819,20140623,20180831,2.6881,0.5,0.1,,1.0,0.1,,中证800食品饮料指数,D,被动指数型,契约型开放式,,20140819,20140819,E
697,512230.SH,景顺医药,景顺长城基金,中国银行,股票型,20140718,20180306,20140819,20140623,20190123,6.2787,0.5,0.1,,1.0,0.1,,中证医药卫生指数,D,被动指数型,契约型开放式,,20140819,20140819,E
698,160133.SZ,南方天元,南方基金,中国工商银行,股票型,20140703,,20140825,20140717,,28.1143,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20140825,20140825,E
699,160810.SZ,长盛同丰,长盛基金,中国银行,债券型,20140627,20180122,20140711,20140627,20180123,6.5791,0.7,0.2,,1.0,,,中债综合指数(全价),D,债券型,契约型开放式,,20140711,20140711,E
700,512070.SH,非银行金融ETF,易方达基金,中国建设银行,股票型,20140626,,20140718,20140609,,5.5616,0.5,0.1,,1.0,0.1,,沪深300非银行金融指数,L,被动指数型,契约型开放式,,20140718,20140718,E
701,512640.SH,金融地产ETF基金,嘉实基金,中国银行,股票型,20140620,,20140725,20140519,,2.3924,0.5,0.1,,1.0,0.1,,中证金融地产指数收益率,L,被动指数型,契约型开放式,,20140725,20140725,E
702,512610.SH,医药卫生ETF基金,嘉实基金,中国银行,股票型,20140613,,20140725,20140519,,4.5964,0.5,0.1,,1.0,0.1,,中证医药卫生指数收益率,L,被动指数型,契约型开放式,,20140725,20140725,E
703,512600.SH,主要消费ETF,嘉实基金,中国银行,股票型,20140613,,20140725,20140519,,2.3695,0.5,0.1,,1.0,0.1,,中证主要消费指数收益率,L,被动指数型,契约型开放式,,20140725,20140725,E
704,160513.SZ,稳健债A,博时基金,招商银行,债券型,20140610,,20140701,20140610,,7.9962,0.6,0.15,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20140701,20140701,E
705,161908.SZ,万家添利,万家基金,邮储银行,债券型,20140603,,20140616,20140603,,12.0617,0.7,0.2,,1.0,,,中国债券总指数,L,债券型,契约型开放式,,20140606,20140606,E
706,159936.SZ,可选消费,广发基金,中国银行,股票型,20140603,,20140625,20140505,,8.3816,0.5,0.1,,1.0,0.1,,中证全指可选消费指数,L,被动指数型,契约型开放式,,20140625,20140625,E
707,150184.SZ,环保A,申万菱信基金,中国农业银行,股票型,20140530,,20140616,20140505,,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140616,,E
708,150185.SZ,环保B,申万菱信基金,中国农业银行,股票型,20140530,,20140616,20140505,,0.0261,1.0,0.22,,1.0,0.1,,中证环保产业指数收益率*95%+银行同业存款利率*5%,L,被动指数型,契约型封闭式,,20140616,,E
709,161015.SZ,富国天盈,富国基金,中国工商银行,债券型,20140523,,20140604,20140523,,18.1948,0.7,0.2,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20140604,20140604,E
710,150164.SZ,可转债A,东吴基金,平安银行,债券型,20140509,,20140606,20140408,,0.2181,0.7,0.2,,1.0,0.1,,中证可转换债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型封闭式,,20140606,,E
